0.001,0.02504495801135
0.002,0.200241048191444
0.003,0.675146824787916
0.004,1.59813802484032
0.005,3.11582199693277
0.006,5.37245910896732
0.007,8.50939341839819
0.008,12.6644948518111
0.009,17.9716150953099
0.01,24.5600593430619
0.011,32.5540759887713
0.012,42.0723662740322
0.013,53.2276158287581
0.014,66.1260499524813
0.015,80.8670143916255
0.016,97.5425832672315
0.017,116.237195700466
0.018,137.027322569988
0.019,159.981164716323
0.02,185.15838378431
0.021,212.609866765841
0.022,242.377525172154
0.023,274.494129628243
0.024,308.983180542178
0.025,345.858815359727
0.026,385.125752770315
0.027,426.779274084516
0.028,470.805241856564
0.029,517.180155678388
0.03,565.871244924993
0.031,616.836598085143
0.032,670.025328166944
0.033,725.377773525559
0.034,782.825733320461
0.035,842.292736672992
0.036,903.694344461984
0.037,966.938482566398
0.038,1031.92580523981
0.039,1098.55008718268
0.04,1166.69864276511
0.041,1236.2527707455
0.042,1307.08822273013
0.043,1379.07569352486
0.044,1452.08133144356
0.045,1525.96726655967
0.046,1600.59215481571
0.047,1675.81173584379
0.048,1751.47940229533
0.049,1827.44677843329
0.05,1903.56430570342
0.051,1979.68183297354
0.052,2055.6492091115
0.053,2131.31687556304
0.054,2206.53645659112
0.055,2281.16134484717
0.056,2355.04727996327
0.057,2428.05291788197
0.058,2500.0403886767
0.059,2570.87584066133
0.06,2640.42996864172
0.061,2708.57852422415
0.062,2775.20280616702
0.063,2840.19012884043
0.064,2903.43426694484
0.065,2964.83587473384
0.066,3024.30287808637
0.067,3081.75083788127
0.068,3137.10328323988
0.069,3190.29201332169
0.07,3241.25736648183
0.071,3289.94845572844
0.072,3336.32336955026
0.073,3380.34933732231
0.074,3422.00285863651
0.075,3461.2697960471
0.076,3498.14543086465
0.077,3532.63448177858
0.078,3564.75108623467
0.079,3594.51874464099
0.08,3621.97022762252
0.081,3647.1474466905
0.082,3670.10128883684
0.083,3690.89141570636
0.084,3709.58602813959
0.085,3726.2615970152
0.086,3741.00256145435
0.087,3753.90099557807
0.088,3765.05624513279
0.089,3774.57453541805
0.09,3782.56855206376
0.091,3789.15699631152
0.092,3794.46411655501
0.093,3798.61921798843
0.094,3801.75615229786
0.095,3804.01278940989
0.096,3805.53047338198
0.097,3806.45346458204
0.098,3806.92837035863
0.099,3807.10356644881
0.1,3807.12861140683
0.101,3807.10356644881
0.102,3806.92837035863
0.103,3806.45346458204
0.104,3805.53047338198
0.105,3804.01278940989
0.106,3801.75615229786
0.107,3798.61921798843
0.108,3794.46411655501
0.109,3789.15699631152
0.11,3782.56855206376
0.111,3774.57453541805
0.112,3765.05624513279
0.113,3753.90099557807
0.114,3741.00256145435
0.115,3726.2615970152
0.116,3709.58602813959
0.117,3690.89141570636
0.118,3670.10128883684
0.119,3647.1474466905
0.12,3621.97022762252
0.121,3594.51874464099
0.122,3564.75108623467
0.123,3532.63448177858
0.124,3498.14543086465
0.125,3461.2697960471
0.126,3422.00285863651
0.127,3380.34933732231
0.128,3336.32336955026
0.129,3289.94845572844
0.13,3241.25736648184
0.131,3190.29201332169
0.132,3137.10328323989
0.133,3081.75083788127
0.134,3024.30287808637
0.135,2964.83587473384
0.136,2903.43426694485
0.137,2840.19012884043
0.138,2775.20280616702
0.139,2708.57852422415
0.14,2640.42996864172
0.141,2570.87584066133
0.142,2500.0403886767
0.143,2428.05291788197
0.144,2355.04727996327
0.145,2281.16134484717
0.146,2206.53645659112
0.147,2131.31687556304
0.148,2055.6492091115
0.149,1979.68183297354
0.15,1903.56430570342
0.151,1827.44677843329
0.152,1751.47940229533
0.153,1675.81173584379
0.154,1600.59215481571
0.155,1525.96726655967
0.156,1452.08133144356
0.157,1379.07569352486
0.158,1307.08822273013
0.159,1236.2527707455
0.16,1166.69864276511
0.161,1098.55008718268
0.162,1031.92580523981
0.163,966.938482566398
0.164,903.694344461984
0.165,842.292736672992
0.166,782.825733320462
0.167,725.37777352556
0.168,670.025328166944
0.169,616.836598085143
0.17,565.871244924994
0.171,517.180155678388
0.172,470.805241856564
0.173,426.779274084517
0.174,385.125752770315
0.175,345.858815359727
0.176,308.983180542179
0.177,274.494129628243
0.178,242.377525172154
0.179,212.609866765841
0.18,185.158383784311
0.181,159.981164716323
0.182,137.027322569988
0.183,116.237195700466
0.184,97.5425832672317
0.185,80.8670143916256
0.186,66.1260499524814
0.187,53.2276158287583
0.188,42.0723662740322
0.189,32.5540759887713
0.19,24.5600593430619
0.191,17.9716150953099
0.192,12.6644948518112
0.193,8.50939341839819
0.194,5.37245910896729
0.195,3.11582199693279
0.196,1.59813802484035
0.197,0.675146824787902
0.198,0.200241048191458
0.199,0.025044958011364
0.2,0
